sample_id	density	production	prod_level
M_D_TasdA_P_asdD_000_DlysC_I_24_M1	0.97	0.698310281	Low
M_D_TasdA_P_asdD_pntAB_D000_I_24_M1	0.0	0.0	None
M_D_TasdA_P_asdD_rhtA_DdapA_I_5p5_M1	0.07	0.0	None
M_D_TasdA_P_asdD_pntAB_DtdhDlysC_0_6_M1	0.53	0.167177974	Low
M_D_Tasd_P_asdD_rhtA_DlysA_I_12_M1	0.17	0.0	None
7_D_TasdA1_P_asdD_000_DmetL_0_12_M1	0.44	0.0	None
7_D_TasdA1_P_asdD_rhtA_DdapA_I_6_M1	0.22	0.088065119	Low
M_D_TasdA1_P_asdD_rhtA_DtdhDlysC_0_24_M1	1.09	0.0	None
M_D_TasdA_P_asdD_000_DrhtA_0_5p5_M1	0.21	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDdapA_0_5p5_M1	0.33	0.011	Low
M_D_Tasd_P_asdD_000_DmetL_I_24_M1	0.0	0.0	None
7_D_TasdA1_P_asdD_pyc_DdhaM_0_24_M1	3.05	7.89802E-4	Low
M_D_Tasd_P_asdD_000_DmetL_0_24_M1	0.03	0.0	None
7_D_TasdA_P_asdD_aspC_DlysC_I_12_M1	1.91	0.749438428	Low
M_D_TasdA_P_asdD_000_DdapA_0_5p5_M1	0.5	0.0	None
M_D_TasdA_P_asdD_zwf_DrhtA_0_5p5_M1	0.0	0.012	Low
7_D_TasdA1_P_asdD_pyc_DlysC_I_24_M1	0.1	0.0	None
7_D_Tasd_P_asdD_rhtA_DmetL_0_5p5_M1	0.28	0.003	Low
M_D_TasdA_P_asdD_aceBA_DtdhDptsG_0_12_M1	1.48	0.0	None
7_D_TasdA_P_asdD_pyc_DlysA_0_12_M1	0.74	5.0E-4	Low
7_D_TasdA1_P_asdD_pyc_Dtdh_I_5p5_M1	0.53	0.0	None
7_D_TasdA1_P_asdD_rhtA_Dtdh_0_24_M1	2.18	0.005	Low
M_D_TasdA1_P_asdD_pyc_DlysC_0_6_M1	0.22	0.0	None
M_D_Tasd_P_asdD_rhtA_DptsG_0_24_M1	0.8	0.001	Low
7_D_Tasd_P_asdD_000_DdhaM_0_5p5_M1	0.07	0.0	None
M_D_TasdA_P_asdD_aceBA_D000_I_5p5_M1	0.23	0.016	Low
M_D_Tasd_P_asdD_rhtA_DptsG_0_6_M1	0.17	0.0	None
7_D_TasdA_P_asdD_aceBA_Dtdh_0_24_M1	6.32	1.348762476	High
7_D_TasdA_P_asdD_zwf_Dtdh_I_24_M1	1.76	0.689610983	Low
7_D_TasdA1_P_asdD_000_DdhaM_0_12_M1	2.59	0.0	None
M_D_TasdA1_P_asdD_000_DtdhDmetL_0_12_M1	0.07	0.0	None
M_D_TasdA_P_asdD_000_DtdhDlysC_0_4p5_M1	0.29	0.06275	Low
M_D_TasdA_P_asdD_rhtA_DdhaM_I_24_M1	0.5	0.0	None
7_D_Tasd_P_asdD_000_DlysC_I_5p5_M1	0.19	0.0	None
7_D_TasdA1_P_asdD_pyc_DlysC_0_4p5_M1	0.07	0.0045	Low
7_D_TasdA_P_asdD_aceBA_DmetL_I_12_M1	0.14	0.0	None
7_D_TasdA_P_asdD_zwf_DdapA_0_6_M1	0.0	0.0	None
7_D_TasdA_P_asdD_000_DdapA_0_24_M1	1.29	0.076	Low
M_D_Tasd_P_asdD_000_DtdhDlysA_0_5p5_M1	0.2	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDlysA_I_6_M1	0.15	0.0	None
7_D_TasdA_P_asdD_pntAB_DdhaM_0_6_M1	1.1	0.171106466	Low
M_D_TasdA1_P_asdD_pyc_DtdhDmetL_0_4p5_M1	0.38	0.0	None
M_D_TasdA_P_asdD_000_Dtdh_0_12_M1	3.31	0.0	None
7_D_TasdA_P_asdD_zwf_DtdhDlysC_0_12_M1	1.45	0.262422038	Low
7_D_TasdA_P_asdD_rhtA_DmetL_I_5p5_M1	0.08	0.0	None
M_D_Tasd_P_asdD_pyc_DlysA_I_24_M1	0.67	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDdapA_I_6_M1	0.12	0.032167011	Low
7_D_Tasd_P_asdD_rhtA_Dtdh_I_24_M1	0.11	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDdapA_I_12_M1	0.15	0.0	None
M_D_TasdA1_P_asdD_rhtA_DdapA_0_12_M1	0.32	0.011	Low
M_D_TasdA1_P_asdD_pyc_DtdhDlysC_0_4p5_M1	0.38	0.0	None
M_D_TasdA1_P_asdD_pyc_DdhaM_I_5p5_M1	0.09	0.0	None
7_D_TasdA_P_asdD_pyc_Dtdh_0_5p5_M1	0.72	0.096	Low
M_D_Tasd_P_asdD_pyc_DmetL_I_12_M1	0.16	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDlysC_0_12_M1	0.21	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDlysC_0_6_M1	0.56	0.200977421	Low
7_D_TasdA1_P_asdD_000_DlysA_0_5p5_M1	0.63	0.0	None
M_D_Tasd_P_asdD_000_DtdhDmetL_0_4p5_M1	0.25	0.0	None
7_D_TasdA_P_asdD_rhtA_DptsG_0_6_M1	0.14	0.010237005	Low
7_D_Tasd_P_asdD_000_D000_0_24_M1	2.42	0.0	None
7_D_TasdA_P_asdD_aspC_DptsG_I_6_M1	0.0	0.0	None
7_D_TasdA_P_asdD_aceBA_Dtdh_0_6_M1	0.62	0.121775064	Low
M_D_TasdA1_P_asdD_rhtA_DdhaM_0_24_M1	0.09	0.0	None
M_D_Tasd_P_asdD_000_DtdhDmetL_I_12_M1	0.14	0.0	None
M_D_TasdA1_P_asdD_pyc_DdhaM_0_24_M1	0.24	0.005	Low
7_D_TasdA_P_asdD_000_DtdhDdapA_0_12_M1	0.15	0.0	None
M_D_TasdA_P_asdD_000_DlysC_0_4p5_M1	0.44	0.080904728	Low
M_D_TasdA1_P_asdD_rhtA_DdhaM_I_24_M1	0.17	0.0	None
M_D_TasdA_P_asdD_zwf_DlysA_I_24_M1	0.3	0.158998567	Low
M_D_Tasd_P_asdD_pyc_DtdhDmetL_0_12_M1	0.45	0.0	None
M_D_TasdA_P_asdD_aspC_DrhtA_I_12_M1	0.55	0.022	Low
M_D_Tasd_P_asdD_pyc_DtdhDlysC_0_24_M1	0.18	0.0	None
7_D_TasdA_P_asdD_rhtA_DlysC_I_6_M1	0.23	0.031328856	Low
M_D_Tasd_P_asdD_rhtA_DtdhDlysA_I_12_M1	0.08	0.0	None
M_D_TasdA1_P_asdD_rhtA_DrhtA_I_12_M1	0.36	0.006	Low
7_D_TasdA_P_asdD_rhtA_DdapA_I_6_M1	0.0	0.0	None
M_D_TasdA1_P_asdD_rhtA_DtdhDlysC_0_5p5_M1	0.43	0.017	Low
M_D_TasdA1_P_asdD_000_DdhaM_0_12_M1	0.18	0.0	None
7_D_TasdA_P_asdD_rhtA_DtdhDlysC_I_5p5_M1	0.61	0.042	Low
7_D_TasdA1_P_asdD_000_DptsG_I_24_M1	0.56	0.0	None
M_D_TasdA_P_asdD_aceBA_DdapA_0_12_M1	0.73	0.08629611	Low
M_D_TasdA1_P_asdD_pyc_DlysA_0_12_M1	1.05	0.0	None
7_D_TasdA_P_asdD_aspC_DdhaM_I_24_M1	2.7	2.121271231	High
7_D_TasdA1_P_asdD_rhtA_DdhaM_I_12_M1	0.97	0.0295	Low
M_D_Tasd_P_asdD_rhtA_DtdhDmetL_0_6_M1	0.18	0.0	None
M_D_TasdA1_P_asdD_pyc_Dtdh_I_5p5_M1	0.43	0.0	None
M_D_TasdA_P_asdD_rhtA_DlysC_0_5p5_M1	0.56	0.044	Low
M_D_TasdA_P_asdD_aceBA_DrhtA_I_12_M1	0.15	0.0	None
M_D_Tasd_P_asdD_rhtA_DdapA_0_12_M1	0.02	0.0	None
M_D_TasdA_P_asdD_zwf_DdapA_0_24_M1	1.11	0.063671456	Low
M_D_Tasd_P_asdD_pyc_DlysA_0_12_M1	0.27	0.0	None
M_D_TasdA_P_asdD_aceBA_DdapA_I_5p5_M1	0.26	0.0	None
M_D_TasdA_P_asdD_pntAB_DtdhDlysA_0_4p5_M1	0.08	0.009954476	Low
7_D_TasdA_P_asdD_pntAB_DptsG_I_6_M1	0.35	0.0	None
7_D_Tasd_P_asdD_rhtA_DdhaM_0_5p5_M1	0.06	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDlysC_0_24_M1	0.26	0.0095	Low
M_D_TasdA_P_asdD_000_DrhtA_I_12_M1	0.32	0.0	None
M_D_Tasd_P_asdD_rhtA_DmetL_0_12_M1	0.16	0.0	None
M_D_Tasd_P_asdD_pyc_Dtdh_0_24_M1	0.77	0.002219247	Low
7_D_TasdA_P_asdD_zwf_DmetL_0_6_M1	0.06	0.0	None
M_D_TasdA_P_asdD_pyc_DrhtA_0_12_M1	0.48	0.0	None
7_D_TasdA_P_asdD_aspC_Dtdh_0_6_M1	0.79	0.149064775	Low
M_D_TasdA_P_asdD_000_DdhaM_0_12_M1	0.97	0.0	None
M_D_TasdA_P_asdD_aspC_D000_0_24_M1	2.82	0.0	None
M_D_TasdA_P_asdD_rhtA_Dtdh_I_24_M1	1.7	0.01699522	Low
7_D_Tasd_P_asdD_rhtA_DmetL_I_24_M1	0.19	0.0	None
7_D_TasdA_P_asdD_pyc_DmetL_I_12_M1	0.05	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDlysA_I_12_M1	0.15	0.052501277	Low
M_D_TasdA1_P_asdD_000_DmetL_0_12_M1	0.38	0.0	None
7_D_Tasd_P_asdD_pyc_DmetL_I_5p5_M1	0.32	0.0	None
7_D_Tasd_P_asdD_pyc_DlysA_I_5p5_M1	0.14	0.007	Low
7_D_TasdA1_P_asdD_000_Dtdh_I_5p5_M1	0.44	0.0	None
7_D_TasdA_P_asdD_pyc_DlysA_0_4p5_M1	0.4	0.0	None
M_D_TasdA_P_asdD_aspC_DptsG_0_4p5_M1	0.45	0.025647077	Low
M_D_TasdA_P_asdD_aceBA_DptsG_0_5p5_M1	0.66	0.0	None
7_D_TasdA1_P_asdD_rhtA_DrhtA_I_6_M1	0.28	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDdapA_0_12_M1	1.26	0.041709627	Low
M_D_TasdA_P_asdD_aspC_DdapA_I_5p5_M1	0.4	0.0	None
7_D_TasdA_P_asdD_pyc_DptsG_0_6_M1	0.36	0.0	None
M_D_TasdA1_P_asdD_pyc_DtdhDmetL_0_12_M1	0.54	0.015798982	Low
7_D_Tasd_P_asdD_rhtA_DtdhDlysC_I_5p5_M1	0.16	0.0	None
7_D_TasdA_P_asdD_rhtA_D000_I_12_M1	0.33	0.338749502	Low
M_D_Tasd_P_asdD_pyc_DmetL_0_6_M1	0.1	0.0	None
M_D_TasdA1_P_asdD_pyc_DdhaM_0_12_M1	0.19	0.01	Low
M_D_TasdA1_P_asdD_000_DtdhDptsG_I_5p5_M1	0.25	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDlysA_0_4p5_M1	0.08	0.00275	Low
M_D_TasdA_P_asdD_000_DptsG_0_12_M1	3.23	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDdapA_0_12_M1	0.24	0.047302206	Low
M_D_TasdA1_P_asdD_pyc_DlysC_I_12_M1	0.09	0.0	None
M_D_TasdA_P_asdD_aceBA_DdapA_0_4p5_M1	0.37	0.021273401	Low
M_D_TasdA1_P_asdD_000_DmetL_I_24_M1	1.06	0.0	None
7_D_TasdA_P_asdD_000_DtdhDlysC_0_6_M1	0.32	0.038162141	Low
7_D_Tasd_P_asdD_000_DtdhDdapA_0_24_M1	0.0	0.0	None
M_D_TasdA_P_asdD_pyc_Dtdh_I_5p5_M1	0.49	0.004	Low
7_D_TasdA1_P_asdD_000_DrhtA_0_6_M1	0.39	0.0	None
7_D_TasdA_P_asdD_aceBA_DrhtA_0_12_M1	0.94	0.094485353	Low
M_D_TasdA_P_asdD_zwf_DrhtA_0_6_M1	0.19	0.0	None
7_D_TasdA_P_asdD_pntAB_Dtdh_I_24_M1	2.04	1.588072253	High
M_D_TasdA_P_asdD_pntAB_DlysC_I_5p5_M1	0.0	0.001	Low
M_D_Tasd_P_asdD_000_DtdhDlysA_0_24_M1	0.17	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDdapA_0_24_M1	0.24	0.0	None
7_D_TasdA_P_asdD_pyc_DlysC_I_24_M1	0.68	0.047494617	Low
7_D_TasdA_P_asdD_zwf_DdapA_I_6_M1	0.0	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDlysA_0_6_M1	0.15	0.0	None
7_D_TasdA1_P_asdD_000_DdapA_0_24_M1	1.51	0.368	Low
M_D_Tasd_P_asdD_pyc_DdapA_0_12_M1	0.18	0.0	None
M_D_TasdA1_P_asdD_000_Dtdh_0_5p5_M1	0.57	0.0	None
M_D_TasdA_P_asdD_pntAB_DlysA_I_6_M1	0.54	0.022323199	Low
M_D_TasdA_P_asdD_zwf_D000_0_5p5_M1	0.0	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDlysA_0_5p5_M1	0.0	0.0	None
7_D_TasdA_P_asdD_aspC_DdapA_I_12_M1	0.22	0.114427834	Low
M_D_TasdA1_P_asdD_rhtA_DlysC_I_5p5_M1	0.77	0.0	None
7_D_TasdA_P_asdD_rhtA_DtdhDdapA_I_12_M1	0.63	0.0	None
M_D_TasdA_P_asdD_rhtA_D000_I_24_M1	0.37	0.362941474	Low
M_D_Tasd_P_asdD_000_DtdhDdapA_I_12_M1	0.26	0.0	None
7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_0_4p5_M1	0.0	0.0	None
M_D_TasdA_P_asdD_rhtA_Dtdh_0_24_M1	2.77	0.178471734	Low
M_D_TasdA_P_asdD_zwf_D000_I_5p5_M1	0.0	0.0	None
M_D_TasdA1_P_asdD_000_DptsG_0_4p5_M1	0.41	0.0	None
7_D_Tasd_P_asdD_pyc_Dtdh_I_12_M1	0.81	0.039	Low
M_D_TasdA_P_asdD_zwf_DtdhDlysA_I_5p5_M1	0.0	0.0	None
7_D_Tasd_P_asdD_rhtA_DlysC_0_4p5_M1	0.16	0.0	None
M_D_TasdA_P_asdD_zwf_DrhtA_0_4p5_M1	0.11	0.00825	Low
M_D_Tasd_P_asdD_pyc_DmetL_I_24_M1	0.27	0.0	None
7_D_TasdA_P_asdD_pntAB_DmetL_I_12_M1	0.03	0.0	None
7_D_TasdA_P_asdD_pyc_DrhtA_0_4p5_M1	0.46	0.018978428	Low
7_D_TasdA_P_asdD_aspC_DptsG_0_4p5_M1	0.0	0.0	None
M_D_TasdA1_P_asdD_rhtA_DrhtA_I_24_M1	0.65	0.0	None
M_D_TasdA_P_asdD_aceBA_DptsG_0_24_M1	3.24	0.09626378	Low
7_D_TasdA1_P_asdD_000_DdhaM_I_5p5_M1	0.64	0.0	None
M_D_TasdA1_P_asdD_000_DptsG_0_6_M1	0.39	0.0	None
7_D_TasdA_P_asdD_pntAB_Dtdh_0_4p5_M1	0.63	0.089762133	Low
M_D_Tasd_P_asdD_000_DlysC_0_5p5_M1	0.43	0.0	None
7_D_TasdA_P_asdD_000_DptsG_I_12_M1	0.47	0.0	None
7_D_TasdA_P_asdD_zwf_DtdhDrhtA_I_24_M1	2.57	0.437705954	Low
7_D_Tasd_P_asdD_rhtA_DtdhDlysC_0_24_M1	0.15	0.0	None
M_D_TasdA1_P_asdD_rhtA_DmetL_I_24_M1	0.21	0.008	Low
M_D_Tasd_P_asdD_pyc_DdapA_I_6_M1	0.14	0.0	None
M_D_TasdA_P_asdD_pntAB_DtdhDlysA_0_24_M1	0.38	0.001504615	Low
7_D_Tasd_P_asdD_rhtA_Dtdh_I_5p5_M1	0.15	0.0	None
7_D_TasdA1_P_asdD_rhtA_DptsG_I_12_M1	0.22	0.018740323	Low
7_D_Tasd_P_asdD_000_DdhaM_0_24_M1	0.0	0.0	None
7_D_TasdA_P_asdD_aspC_DdhaM_I_6_M1	0.89	0.059848411	Low
M_D_TasdA1_P_asdD_000_DlysA_I_12_M1	1.49	0.0	None
M_D_TasdA_P_asdD_aceBA_Dtdh_0_4p5_M1	0.35	0.057246663	Low
M_D_TasdA_P_asdD_000_DptsG_I_5p5_M1	0.92	0.0	None
7_D_TasdA1_P_asdD_rhtA_Dtdh_I_24_M1	2.32	0.128439984	Low
7_D_TasdA_P_asdD_pyc_DlysC_0_12_M1	0.45	0.0	None
M_D_TasdA_P_asdD_aspC_DptsG_I_6_M1	0.46	0.039222923	Low
7_D_TasdA1_P_asdD_pyc_DdhaM_I_5p5_M1	0.7	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDdapA_I_24_M1	2.69	0.110893594	Low
7_D_TasdA1_P_asdD_000_DlysA_I_12_M1	0.53	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDrhtA_I_24_M1	2.43	1.77595142	High
7_D_TasdA1_P_asdD_pyc_DptsG_I_12_M1	0.04	0.0055	Low
M_D_TasdA_P_asdD_000_DdhaM_I_12_M1	0.76	0.0	None
7_D_TasdA1_P_asdD_pyc_DptsG_I_6_M1	0.25	0.0	None
7_D_TasdA_P_asdD_pntAB_DrhtA_0_6_M1	1.03	0.056699598	Low
7_D_TasdA_P_asdD_pyc_DdapA_0_4p5_M1	0.18	0.0	None
M_D_TasdA_P_asdD_pntAB_DptsG_0_5p5_M1	0.0	0.0	None
7_D_TasdA_P_asdD_000_DdhaM_0_24_M1	4.7	0.166	Low
7_D_Tasd_P_asdD_pyc_DrhtA_0_4p5_M1	0.19	0.0	None
7_D_TasdA1_P_asdD_pyc_DmetL_0_4p5_M1	0.31	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDlysC_I_6_M1	0.21	0.056016036	Low
M_D_TasdA_P_asdD_pyc_DdhaM_I_12_M1	0.64	0.0	None
M_D_TasdA1_P_asdD_000_DtdhDlysA_I_12_M1	0.18	0.0	None
M_D_TasdA_P_asdD_pntAB_DlysA_I_12_M1	0.33	0.10998871	Low
7_D_Tasd_P_asdD_pyc_DrhtA_I_5p5_M1	0.25	0.0	None
M_D_Tasd_P_asdD_000_DptsG_0_4p5_M1	0.25	0.0	None
M_D_TasdA_P_asdD_zwf_D000_I_6_M1	0.4	0.113163504	Low
7_D_TasdA_P_asdD_000_DdhaM_0_5p5_M1	1.1	0.0	None
M_D_Tasd_P_asdD_000_DtdhDlysA_0_12_M1	0.17	0.0	None
M_D_TasdA_P_asdD_rhtA_DmetL_I_24_M1	0.27	0.003800262	Low
7_D_Tasd_P_asdD_rhtA_DptsG_0_12_M1	0.15	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDlysC_0_6_M1	0.3	0.0	None
M_D_TasdA_P_asdD_aceBA_DptsG_I_24_M1	1.13	0.115299396	Low
M_D_TasdA_P_asdD_000_DdapA_0_12_M1	2.12	0.0	None
M_D_TasdA1_P_asdD_pyc_Dtdh_0_6_M1	0.08	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDdapA_I_6_M1	0.36	0.058536893	Low
7_D_TasdA_P_asdD_aceBA_DdapA_I_24_M1	0.0	0.0	None
7_D_TasdA1_P_asdD_pyc_DptsG_0_4p5_M1	0.04	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDlysA_0_12_M1	0.43	0.012588533	Low
7_D_TasdA1_P_asdD_pyc_DrhtA_0_6_M1	0.0	0.0	None
7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_0_6_M1	0.29	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDlysC_I_12_M1	0.24	0.096813918	Low
M_D_Tasd_P_asdD_000_DdhaM_0_24_M1	0.54	0.0	None
7_D_Tasd_P_asdD_000_DtdhDdapA_0_5p5_M1	0.09	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDlysA_I_24_M1	1.14	0.1395	Low
M_D_TasdA1_P_asdD_rhtA_DmetL_I_12_M1	0.14	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDmetL_I_6_M1	0.17	0.0	None
M_D_TasdA_P_asdD_zwf_Dtdh_I_24_M1	0.39	0.088932002	Low
7_D_Tasd_P_asdD_rhtA_DrhtA_0_24_M1	0.12	0.0	None
7_D_TasdA1_P_asdD_rhtA_DdapA_0_6_M1	0.29	0.07799255	Low
7_D_Tasd_P_asdD_000_DdhaM_0_4p5_M1	0.26	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDlysC_0_6_M1	0.43	0.133378527	Low
7_D_TasdA1_P_asdD_pyc_DlysC_0_5p5_M1	0.07	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_4p5_M1	0.52	0.060437621	Low
7_D_TasdA_P_asdD_zwf_D000_I_6_M1	0.94	0.0	None
7_D_TasdA_P_asdD_aceBA_DdhaM_0_6_M1	0.58	0.036757117	Low
M_D_TasdA_P_asdD_rhtA_DptsG_0_6_M1	0.19	0.0	None
M_D_TasdA_P_asdD_rhtA_D000_0_12_M1	0.45	0.134927372	Low
7_D_TasdA1_P_asdD_000_DlysC_I_5p5_M1	0.4	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDlysA_I_24_M1	0.71	0.027151692	Low
M_D_TasdA_P_asdD_pyc_DmetL_I_6_M1	0.14	0.0	None
M_D_Tasd_P_asdD_rhtA_Dtdh_0_24_M1	0.32	0.014	Low
M_D_Tasd_P_asdD_000_D000_0_4p5_M1	0.38	0.0	None
7_D_TasdA_P_asdD_pntAB_Dtdh_I_12_M1	1.49	0.839704396	High
M_D_TasdA_P_asdD_rhtA_D000_0_6_M1	0.3	0.256649186	Low
7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_I_5p5_M1	0.16	0.0	None
7_D_Tasd_P_asdD_rhtA_DlysC_0_5p5_M1	0.15	0.0	None
7_D_TasdA_P_asdD_pyc_DtdhDlysC_I_12_M1	1.0	0.055844406	Low
7_D_TasdA1_P_asdD_000_DrhtA_I_5p5_M1	0.36	0.0	None
7_D_Tasd_P_asdD_pyc_DrhtA_I_12_M1	0.12	0.0	None
M_D_TasdA_P_asdD_pntAB_DrhtA_0_4p5_M1	0.23	1.48746E-4	Low
M_D_TasdA1_P_asdD_rhtA_DtdhDlysA_0_5p5_M1	0.01	0.0	None
M_D_TasdA1_P_asdD_000_DtdhDmetL_I_5p5_M1	0.07	0.0	None
M_D_TasdA_P_asdD_rhtA_DlysC_I_5p5_M1	0.55	0.041	Low
M_D_Tasd_P_asdD_pyc_DdhaM_0_5p5_M1	0.03	0.0	None
7_D_TasdA_P_asdD_aspC_DptsG_0_12_M1	0.0	0.0	None
M_D_TasdA1_P_asdD_rhtA_DtdhDlysC_I_12_M1	0.53	0.025	Low
7_D_TasdA_P_asdD_000_DptsG_0_4p5_M1	0.29	0.0	None
M_D_TasdA1_P_asdD_rhtA_DrhtA_I_6_M1	0.16	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDdapA_0_24_M1	2.15	0.039528993	Low
M_D_TasdA_P_asdD_rhtA_DdhaM_0_4p5_M1	0.24	0.0	None
7_D_TasdA1_P_asdD_000_DrhtA_I_12_M1	0.45	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDlysC_I_24_M1	1.26	0.455348153	Low
M_D_TasdA1_P_asdD_rhtA_DtdhDmetL_I_5p5_M1	0.0	0.0	None
M_D_TasdA1_P_asdD_pyc_DmetL_I_12_M1	0.16	0.0	None
7_D_Tasd_P_asdD_rhtA_DlysC_I_12_M1	0.1	0.001603194	Low
M_D_Tasd_P_asdD_pyc_DlysA_0_6_M1	0.17	0.0	None
7_D_TasdA_P_asdD_aspC_DmetL_I_24_M1	0.07	0.0	None
7_D_TasdA_P_asdD_aspC_DdhaM_I_12_M1	1.85	0.70115663	Low
M_D_Tasd_P_asdD_000_DrhtA_0_4p5_M1	0.14	0.0	None
7_D_TasdA1_P_asdD_pyc_Dtdh_0_12_M1	0.66	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDdapA_I_12_M1	0.41	0.128550034	Low
7_D_Tasd_P_asdD_000_DtdhDdapA_I_12_M1	0.04	0.0	None
M_D_Tasd_P_asdD_000_DtdhDptsG_I_24_M1	0.37	0.0	None
7_D_TasdA_P_asdD_zwf_DtdhDdapA_0_24_M1	1.85	0.027310678	Low
M_D_TasdA1_P_asdD_000_Dtdh_0_24_M1	2.27	0.0	None
7_D_TasdA1_P_asdD_000_DlysA_0_24_M1	0.92	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDlysA_0_12_M1	1.2	0.0385	Low
7_D_Tasd_P_asdD_000_DlysA_0_12_M1	0.23	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDlysA_0_5p5_M1	0.06	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDptsG_I_6_M1	0.2	0.001802106	Low
M_D_Tasd_P_asdD_rhtA_DlysA_0_6_M1	0.18	0.0	None
M_D_TasdA_P_asdD_000_DtdhDptsG_0_4p5_M1	0.28	0.005105906	Low
M_D_TasdA1_P_asdD_pyc_DtdhDmetL_I_5p5_M1	0.58	0.0	None
M_D_TasdA1_P_asdD_000_DlysA_I_24_M1	2.5	0.053	Low
M_D_Tasd_P_asdD_pyc_Dtdh_I_12_M1	0.19	0.0	None
7_D_TasdA_P_asdD_zwf_DtdhDlysC_I_24_M1	1.7	0.30440621	Low
7_D_TasdA_P_asdD_rhtA_DlysA_0_4p5_M1	0.49	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDdapA_0_24_M1	0.8	0.251676593	Low
M_D_TasdA1_P_asdD_pyc_DdapA_I_5p5_M1	0.38	0.0	None
M_D_TasdA_P_asdD_zwf_DrhtA_I_5p5_M1	0.0	0.028	Low
7_D_Tasd_P_asdD_000_DdhaM_I_12_M1	0.04	0.0	None
7_D_TasdA1_P_asdD_pyc_DrhtA_0_24_M1	0.92	0.013015169	Low
7_D_Tasd_P_asdD_000_DtdhDdapA_0_12_M1	0.0	0.0	None
M_D_TasdA1_P_asdD_rhtA_DlysC_0_24_M1	3.09	0.368775477	Low
7_D_TasdA_P_asdD_aceBA_DptsG_0_24_M1	1.52	0.0	None
7_D_TasdA_P_asdD_pntAB_DdhaM_0_24_M1	6.8	0.843902814	High
M_D_TasdA_P_asdD_rhtA_DtdhDlysC_I_5p5_M1	0.39	0.06	Low
M_D_Tasd_P_asdD_000_DtdhDlysC_0_24_M1	0.2	0.0	None
7_D_TasdA1_P_asdD_000_DlysC_I_6_M1	0.33	0.0	None
7_D_TasdA_P_asdD_pntAB_DtdhDdapA_I_24_M1	0.46	0.062997224	Low
7_D_TasdA1_P_asdD_rhtA_DmetL_0_6_M1	0.21	0.0	None
7_D_Tasd_P_asdD_000_DlysC_0_4p5_M1	0.17	0.0	None
M_D_TasdA_P_asdD_aceBA_DptsG_0_12_M1	2.64	0.067757209	Low
M_D_TasdA1_P_asdD_pyc_DptsG_0_5p5_M1	0.54	0.0	None
M_D_TasdA1_P_asdD_000_DtdhDlysC_0_5p5_M1	0.36	0.0	None
7_D_TasdA1_P_asdD_rhtA_DrhtA_0_24_M1	2.13	0.036	Low
7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_0_5p5_M1	0.54	0.0	None
7_D_TasdA1_P_asdD_rhtA_DlysA_I_6_M1	0.07	0.0	None
M_D_TasdA_P_asdD_aceBA_DlysC_0_4p5_M1	0.46	0.077553372	Low
M_D_Tasd_P_asdD_rhtA_DtdhDmetL_I_5p5_M1	0.2	0.0	None
M_D_Tasd_P_asdD_000_DrhtA_I_6_M1	0.06	0.0	None
7_D_TasdA_P_asdD_aceBA_DdhaM_I_6_M1	0.55	0.077691684	Low
7_D_Tasd_P_asdD_rhtA_DmetL_0_12_M1	0.13	0.0	None
7_D_Tasd_P_asdD_pyc_DtdhDlysC_0_6_M1	0.14	0.0	None
